상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
애월리애,음식,양식,정통양식/경양식,서양식 음식점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025324,제주특별자치도 제주시 애월읍 구엄리 912-2,제주특별자치도 제주시 애월읍 엄수로 8-11,63049,126.3781624,33.47376882
평화가꽃피는섬,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 108-16,제주특별자치도 제주시 관덕로6길 17,63168,126.522225,33.51154312
신대박횟집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,제주시,외도동,외도이동,5011067000,5011012400,제주특별자치도 제주시 외도이동 338-1,제주특별자치도 제주시 일주서로 7353,63068,126.4321928,33.49380256
의정부부대찌개,음식,한식,부대찌개/섞어찌개,한식 음식점업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031025,제주특별자치도 서귀포시 안덕면 사계리 1349,제주특별자치도 서귀포시 안덕면 사계로 155,63528,126.3021005,33.24448578
본까페,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025333,제주특별자치도 제주시 애월읍 고내리 1231,제주특별자치도 제주시 애월읍 애월해안로 177,63045,126.3317487,33.46841963
달달무슨달,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025632,제주특별자치도 제주시 구좌읍 종달리 1889-4,제주특별자치도 제주시 구좌읍 종달로 60-12,63364,126.8951459,33.4926196
놀라면와,음식,일식/수산물,음식점-일식,일식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025925,제주특별자치도 제주시 조천읍 신흥리 35-4,제주특별자치도 제주시 조천읍 조함해안로 330-1,63332,126.6529089,33.54961067
백록회집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 448-1,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12,63641,126.920042,33.44010261
동해,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1989-9,제주특별자치도 제주시 남광로2길 21,63231,126.5385876,33.49085678
그라나다,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,이호동,이호일동,5011068000,5011012500,제주특별자치도 제주시 이호일동 292-4,제주특별자치도 제주시 도공로 86-1,63108,126.4641594,33.499423
꽃기린,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025928,제주특별자치도 제주시 조천읍 와산리 1636-1,제주특별자치도 제주시 조천읍 곱은달남길 191,63342,126.6719833,33.49435982
법인입다축산,소매,음/식료품소매,육류소매,육류 소매업,제주특별자치도,제주시,도두동,도두일동,5011069000,5011012700,제주특별자치도 제주시 도두일동 2627-5,제주특별자치도 제주시 도공로 25-1,63113,126.4658243,33.50447435
익준상회,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1004-4,제주특별자치도 제주시 만덕로3길 19,63279,126.5333731,33.51612938
엔일공구,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025634,제주특별자치도 제주시 구좌읍 김녕리 109-1,제주특별자치도 제주시 구좌읍 김녕로 307,63357,126.769721,33.55163801
제주기역,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025031,제주특별자치도 제주시 한림읍 협재리 1698,제주특별자치도 제주시 한림읍 협재1길 19-8,63011,126.2426691,33.39757225
오르또,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025922,제주특별자치도 서귀포시 성산읍 오조리 11,제주특별자치도 서귀포시 성산읍 한도로 117,63639,126.9207815,33.46896133
치맥집,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,이도1동,이도일동,5011053000,5011010300,제주특별자치도 제주시 이도일동 1708-3,제주특별자치도 제주시 중앙로 135-1,63194,126.5252686,33.50660272
화양연화,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025027,제주특별자치도 제주시 한림읍 명월리 1942-5,제주특별자치도 제주시 한림읍 명재로 142-5,63014,126.2622232,33.3920057
막창상회,음식,한식,곱창/양구이전문,한식 음식점업,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 922-16,제주특별자치도 제주시 도남로7길 45-1,63200,126.5275538,33.49621673
빌리엔젤,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 677-2,제주특별자치도 제주시 진군남4길 5,63092,126.4804184,33.47607456
돈삼겹,음식,한식,갈비/삼겹살,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 944-19,제주특별자치도 제주시 원노형남1길 44,63084,126.4852332,33.48376979
미인,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 2592-6,제주특별자치도 제주시 수덕9길 81-7,63103,126.4711491,33.48256904
꽁양꽁양,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 362-46,제주특별자치도 제주시 산천단동3길 16,63243,126.5593354,33.44912207
서울보쌈,음식,한식,족발/보쌈전문,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1178-8,제주특별자치도 제주시 광양11길 20,63209,126.532206,33.49983315
한촌설렁탕,음식,한식,설렁탕집,한식 음식점업,제주특별자치도,제주시,오라동,오라일동,5011064000,5011011900,제주특별자치도 제주시 오라일동 1269,제주특별자치도 제주시 오라로 118,63191,126.5153295,33.49433082
이가곰탕,음식,한식,설렁탕집,한식 음식점업,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031022,제주특별자치도 서귀포시 안덕면 창천리 777-12,제주특별자치도 서귀포시 안덕면 대평감산로 2,63533,126.3671697,33.23493491
육수당,음식,한식,한정식전문,한식 음식점업,제주특별자치도,제주시,봉개동,봉개동,5011062000,5011011600,제주특별자치도 제주시 봉개동 1584-1,제주특별자치도 제주시 진목5길 1,63327,126.598899,33.48949782
송악산애,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025021,제주특별자치도 서귀포시 대정읍 상모리 133,제주특별자치도 서귀포시 대정읍 형제해안로 322,63513,126.2900347,33.20676109
리치망고,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1004-29,제주특별자치도 제주시 조천읍 조함해안로 528,63333,126.6692988,33.54248506
선흘쉼터,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025930,제주특별자치도 제주시 조천읍 선흘리 469-21,제주특별자치도 제주시 조천읍 선진길 82,63341,126.7103633,33.45832241
신라,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,용담1동,용담일동,5011057000,5011010800,제주특별자치도 제주시 용담일동 303-2,제주특별자치도 제주시 용담로 114-1,63155,126.5139232,33.51050617
어드래커피집,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025628,제주특별자치도 제주시 구좌읍 세화리 3648-4,제주특별자치도 제주시 구좌읍 세평항로 14,63361,126.8538971,33.52462206
마이다스레지던스,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1225-1,제주특별자치도 제주시 조천읍 함덕8길 13-1,63333,126.6626728,33.54207107
전망좋은회집,음식,일식/수산물,횟집,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025921,제주특별자치도 서귀포시 성산읍 성산리 399-1,제주특별자치도 서귀포시 성산읍 일출로 245,63643,126.9321558,33.46081891
나노팜텍,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 1980-1,제주특별자치도 제주시 선돌목길 39,63244,126.5477233,33.45344042
고향모밀촌,음식,한식,한정식전문,한식 음식점업,제주특별자치도,제주시,삼양동,삼양이동,5011061000,5011011400,제주특별자치도 제주시 삼양이동 2177-9,제주특별자치도 제주시 일주동로 358,63321,126.5831943,33.52089262
범식당,음식,한식,한정식전문,한식 음식점업,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025922,제주특별자치도 서귀포시 성산읍 오조리 343,제주특별자치도 서귀포시 성산읍 한도로 66,63639,126.9156454,33.46759111
상위호환,음식,한식,한정식전문,한식 음식점업,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1769-6,제주특별자치도 제주시 서광로32길 16-1,63207,126.5284943,33.49913999
삼도명가,음식,한식,한정식전문,한식 음식점업,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 830-15,제주특별자치도 제주시 중앙로14길 34,63168,126.5208798,33.51090498
더클리프,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,서귀포시,예래동,색달동,5013062000,5013011900,제주특별자치도 서귀포시 색달동 2950-4,제주특별자치도 서귀포시 중문관광로 154-17,63535,126.4156623,33.24502878
김박사꽃찜닭앤뽕가야채곱창,음식,한식,한식/백반/한정식,한식 음식점업,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1984-7,제주특별자치도 제주시 진남로6길 3,63292,126.5655907,33.51921141
저지오름반점,음식,중식,중국음식/중국집,중식 음식점업,제주특별자치도,제주시,한경면,한경면,5011031000,5011031030,제주특별자치도 제주시 한경면 저지리 1715-9,제주특별자치도 제주시 한경면 중산간서로 3649,63005,126.2553261,33.33050473
산지해장국,음식,한식,해장국/감자탕,한식 음식점업,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1319-121,제주특별자치도 제주시 임항로 34,63277,126.5285689,33.51635189
홍베이팡,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1067-9,제주특별자치도 제주시 월랑로4길 13,63097,126.4786866,33.48836872
금강민물장어,음식,일식/수산물,민물장어전문,한식 음식점업,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 909-12,제주특별자치도 제주시 원노형로 16,63081,126.484574,33.48702541
